연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
5733,일반음식점,엄쟁이족발,제주특별자치도 제주시 월랑로6길 38 (노형동),제주특별자치도 제주시 노형동 1271번지 2호 ,40,,식육(숯불구이)
5734,일반음식점,토대력로즈점,제주특별자치도 제주시 일주동로 254 (화북일동),제주특별자치도 제주시 화북일동 1230번지 ,92.4,,기타
5735,일반음식점,황새,제주특별자치도 제주시 용담로 120 (용담일동),제주특별자치도 제주시 용담일동 231번지 5호 ,65,064-721-0089,분식
5736,일반음식점,버블버블,제주특별자치도 제주시 동문로 98 (일도이동),제주특별자치도 제주시 일도이동 981번지 2호 ,44.8,,호프/통닭
5737,일반음식점,대학로참닭갈비,제주특별자치도 제주시 일주동로 254 1층 (화북일동),제주특별자치도 제주시 화북일동 1230번지 외 1필지 ,62.03,064-755-7161,통닭(치킨)
5738,일반음식점,달콤한휴식,제주특별자치도 제주시 구좌읍 다랑쉬북로 37,제주특별자치도 제주시 구좌읍 평대리 3196번지 1호 ,58.8,,한식
5739,일반음식점,양푼이막창제주본점,제주특별자치도 제주시 중앙로 601 (아라일동),제주특별자치도 제주시 아라일동 1808번지 2호 ,92,064-722-2901,한식
5740,일반음식점,스시호시카이,제주특별자치도 제주시 오남로 90 (오라이동),제주특별자치도 제주시 오라이동 959번지 1호 ,140.56,,일식
5741,일반음식점,소소한풍경,제주특별자치도 제주시 조천읍 신흥로 2,제주특별자치도 제주시 조천읍 신흥리 227번지 7호 ,58,064-783-7702,한식
5742,일반음식점,그리,제주특별자치도 제주시 구좌읍 평대9길 39,제주특별자치도 제주시 구좌읍 평대리 75번지 ,82,,까페
5743,일반음식점,강연우동태찌개제주외도점,제주특별자치도 제주시 우령서로 89 101동 102호 (외도일동),제주특별자치도 제주시 외도일동 640번지 2호 101동 102호,150,,한식
5744,일반음식점,해담솔,제주특별자치도 제주시 애월읍 일주서로 7087-12 1층,제주특별자치도 제주시 애월읍 하귀1리 1604번지 1호 ,153.72,,식육(숯불구이)
5745,일반음식점,어쿠스틱홈즈,제주특별자치도 제주시 애월읍 유수암로 226-20,제주특별자치도 제주시 애월읍 유수암리 1402번지 1호 ,103.07,,까페
5746,일반음식점,장수버섯샤브,제주특별자치도 제주시 일주동로 355 (삼양이동),제주특별자치도 제주시 삼양이동 2132번지 1호 ,128.7,064-751-2007,한식
5747,일반음식점,엄블랑,제주특별자치도 제주시 한경면 칠전로 148 1층,제주특별자치도 제주시 한경면 고산리 1727번지 ,73.43,,기타
5748,일반음식점,샤브사랑,제주특별자치도 제주시 신설로4길 3 (이도이동),제주특별자치도 제주시 이도이동 1970번지 21호 ,135.1,,한식
5749,일반음식점,올림픽,제주특별자치도 제주시 한림읍 명재로 115,제주특별자치도 제주시 한림읍 명월리 2028번지 5호 ,71.39,,한식
5750,일반음식점,일등정육식당,제주특별자치도 제주시 한림읍 한림상로 145,제주특별자치도 제주시 한림읍 한림리 956번지 2호 ,195.8,064-796-4548,한식
5751,일반음식점,추어정,제주특별자치도 제주시 복지로3길 4 (도남동),제주특별자치도 제주시 도남동 703번지 1호 ,160.65,064-727-2722,한식
5752,일반음식점,서울해장국설렁탕,제주특별자치도 제주시 중앙로8길 9 (삼도이동),제주특별자치도 제주시 삼도이동 22번지 2호 ,26.24,,한식
5753,일반음식점,나무가꾸는꿈,제주특별자치도 제주시 칠성로길 33-1 2층 (일도일동),제주특별자치도 제주시 일도일동 1303번지 2층 ,66.12,064-725-5611,까페
5754,일반음식점,몬데이,제주특별자치도 제주시 다랑곶6길 3 (노형동),제주특별자치도 제주시 노형동 1295번지 18호 ,65.34,,경양식
5755,일반음식점,이강통닭,제주특별자치도 제주시 애월읍 애월해안로 859-1,제주특별자치도 제주시 애월읍 하귀2리 2825번지 2호 ,16.53,,까페
5756,일반음식점,한림로342쩜빵,제주특별자치도 제주시 한림읍 한림로 342,제주특별자치도 제주시 한림읍 협재리 1750번지 3호 ,56.19,064-796-2116,까페
5757,일반음식점,술이들어간다,제주특별자치도 제주시 광양10길 12 3층 (이도이동),제주특별자치도 제주시 이도이동 1771번지 12호 3층 ,92.59,,호프/통닭
5758,일반음식점,선이네밥하우스,제주특별자치도 제주시 조천읍 신북로 243-1 1층,제주특별자치도 제주시 조천읍 조천리 2365번지 4호 ,92.09,064-727-3450,한식
5759,일반음식점,전복사랑,제주특별자치도 제주시 서해안로 354 2층 (도두이동),제주특별자치도 제주시 도두이동 707번지 2층 ,87.84,,까페
5760,일반음식점,우리동네,제주특별자치도 제주시 인다5길 11-5 1층 (아라일동),제주특별자치도 제주시 아라일동 6112번지 17호 ,70.75,064-702-3033,한식
5761,일반음식점,동문관,제주특별자치도 제주시 동문로4길 17-3 (일도일동),제주특별자치도 제주시 일도일동 1102번지 18호 ,66,,기타
5762,일반음식점,배지근흑도야지,제주특별자치도 제주시 조천읍 신북로 534,제주특별자치도 제주시 조천읍 함덕리 1276번지 2호 ,20.06,064-784-0787,호프/통닭
5763,일반음식점,청담에이,제주특별자치도 제주시 남광로 44 1층 (이도이동),제주특별자치도 제주시 이도이동 1972번지 2호 ,99,,경양식
5764,일반음식점,프롬제이,제주특별자치도 제주시 조천읍 신흥로 42 1층,제주특별자치도 제주시 조천읍 신흥리 107번지 3호 ,41.54,,기타
5765,일반음식점,별빛포차,제주특별자치도 제주시 월랑로4길 16 1층 (노형동),제주특별자치도 제주시 노형동 1278번지 1호 ,56.4,064-744-9290,한식
5766,일반음식점,사계향,제주특별자치도 제주시 서광로 98 (오라삼동),제주특별자치도 제주시 오라삼동 2337번지 12호 ,209.7,064-743-1118,한식
5767,일반음식점,남문숯불바베큐치킨삼화점,제주특별자치도 제주시 일주동로 260 (화북일동),제주특별자치도 제주시 화북일동 11번지 2호 ,89,064-725-9201,통닭(치킨)
5768,일반음식점,골목집,제주특별자치도 제주시 평전1길 3 (삼도일동),제주특별자치도 제주시 삼도일동 519번지 13호 ,98.75,064-753-4988,한식
5769,일반음식점,군냉이바당,제주특별자치도 제주시 애월읍 하귀동남3길 1,제주특별자치도 제주시 애월읍 하귀1리 193번지 2호 ,77.89,,한식
5770,일반음식점,연,제주특별자치도 제주시 수덕9길 81-6 (노형동),제주특별자치도 제주시 노형동 2591번지 10호 ,73.24,,기타
5771,일반음식점,돌멩이,제주특별자치도 제주시 연동3길 14 (연동),제주특별자치도 제주시 연동 251번지 61호 ,23,064-744-3835,한식
5772,일반음식점,남다른대구막창,제주특별자치도 제주시 화삼로 11 (화북일동),제주특별자치도 제주시 화북일동 1019번지 2호 ,64.57,,식육(숯불구이)
5773,일반음식점,뜰에,제주특별자치도 제주시 애월읍 애월로11길 23-1 1층,제주특별자치도 제주시 애월읍 애월리 1819번지 39호 ,165,,분식
5774,일반음식점,국수와야식,제주특별자치도 제주시 한림읍 한림로 668,제주특별자치도 제주시 한림읍 한림리 1217번지 1호 ,30.5,,한식
5775,일반음식점,농공단지내올레식당,제주특별자치도 제주시 구좌읍 행원로13길 63,제주특별자치도 제주시 구좌읍 행원리 542번지 6호 ,140.4,070-8812-7248,한식
5776,일반음식점,노량진수산,제주특별자치도 제주시 신성로 85 (도남동),제주특별자치도 제주시 도남동 922번지 37호 ,38.4,064-723-8400,분식
5777,일반음식점,오가피국수,제주특별자치도 제주시 한림읍 한림중앙로 56,제주특별자치도 제주시 한림읍 동명리 1591번지 4호 ,82,064-747-8890,분식
5778,일반음식점,뻔뻔한이야기,제주특별자치도 제주시 구좌읍 해맞이해안로 2478 나동,제주특별자치도 제주시 구좌읍 종달리 722번지 나동 ,151.3,064-784-1888,한식
5779,일반음식점,비룡,제주특별자치도 제주시 남성로 129-5 (삼도일동),제주특별자치도 제주시 삼도일동 799번지 1호 ,33.05,,중국식
5780,일반음식점,7번가피자함덕점,제주특별자치도 제주시 조천읍 신북로 508 나동,제주특별자치도 제주시 조천읍 함덕리 1252번지 37호 나동 ,49.68,064-784-0997,한식
5781,일반음식점,구어흑도새기,제주특별자치도 제주시 신대로10길 55 (연동),제주특별자치도 제주시 연동 271번지 2호 ,75.9,064-744-7206,한식
5782,일반음식점,제주연북로해물탕,제주특별자치도 제주시 연북로 221 2층 (오라이동),제주특별자치도 제주시 오라이동 3100번지 3호 2층 ,416.35,064-742-0110,한식
5783,일반음식점,거성치킨아라점,제주특별자치도 제주시 중앙로 576 1층 (아라일동),제주특별자치도 제주시 아라일동 6082번지 2호 ,85,,통닭(치킨)
5784,일반음식점,돈구어,제주특별자치도 제주시 구좌읍 세화1길 15,제주특별자치도 제주시 구좌읍 세화리 3648번지 1호 ,83,064-782-9392,한식
5785,일반음식점,돈뚜껑,제주특별자치도 제주시 우정로13길 12 (외도일동),제주특별자치도 제주시 외도일동 559번지 8호 ,92.4,064-746-5892,한식
5786,일반음식점,하나마루,제주특별자치도 제주시 우정로13길 10 101호 (외도일동),제주특별자치도 제주시 외도일동 559번지 9호 ,85,,한식
5787,일반음식점,친정집,제주특별자치도 제주시 일주동로 260 (화북일동),제주특별자치도 제주시 화북일동 11번지 2호 ,54.45,,한식
5788,일반음식점,탐라비바리,제주특별자치도 제주시 연동10길 7 (연동),제주특별자치도 제주시 연동 284번지 73호 ,52.07,064-745-8858,한식
5789,일반음식점,포유,제주특별자치도 제주시 서사로 72 1층 (삼도일동),제주특별자치도 제주시 삼도일동 787번지 2호 ,66,,호프/통닭
5790,일반음식점,해조해장국,제주특별자치도 제주시 신대로20길 17 1층 (연동),제주특별자치도 제주시 연동 299번지 ,102.45,070-4548-5392,식육(숯불구이)
5791,일반음식점,돈사촌노형점,제주특별자치도 제주시 노형9길 16 (노형동),제주특별자치도 제주시 노형동 0번지 노형2지구 7블럭13로트 ,147.24,064-744-6818,한식
5792,일반음식점,부에난떡볶이더레드존제주대점,제주특별자치도 제주시 산천단동3길 31 (아라일동),제주특별자치도 제주시 아라일동 368번지 15호 ,42.9,064-702-9222,분식
5793,일반음식점,해남양푼이찌개마을,제주특별자치도 제주시 한림읍 한림로 653-2,제주특별자치도 제주시 한림읍 한림리 1362번지 2호 ,36,064-796-2151,한식
5794,일반음식점,고치글라,제주특별자치도 제주시 일주동로 366 (삼양이동),제주특별자치도 제주시 삼양이동 2177번지 19호 ,66.42,064-784-1438,호프/통닭
5795,일반음식점,숟구락제끄락,제주특별자치도 제주시 화삼북로2길 32 (화북일동),제주특별자치도 제주시 화북일동 1023번지 2호 ,45,064-752-6006,분식
5796,일반음식점,행복한밥상,제주특별자치도 제주시 애월읍 유수암서길 34,제주특별자치도 제주시 애월읍 유수암리 3046번지 2호 ,57.96,,한식
5797,일반음식점,마녀김밥,제주특별자치도 제주시 오현길 16 (이도일동),제주특별자치도 제주시 이도일동 1694번지 3호 ,58.29,,한식
5798,일반음식점,술오름,제주특별자치도 제주시 정든로 20 (이도이동),제주특별자치도 제주시 이도이동 403번지 15호 ,50.78,064-743-5151,호프/통닭
5799,일반음식점,이브4호점,제주특별자치도 제주시 은남3길 34 지하1층 (연동),제주특별자치도 제주시 연동 283번지 35호 ,62.74,064-742-0809,까페
5800,일반음식점,아라한,제주특별자치도 제주시 아란8길 10 2층 (아라일동),제주특별자치도 제주시 아라일동 6093번지 5호 2층 ,199.74,,호프/통닭
5801,일반음식점,육대장제주노형점,제주특별자치도 제주시 원노형로 37 1층 (노형동),제주특별자치도 제주시 노형동 941번지 ,193.28,064-745-6680,한식
5802,일반음식점,더스트롱홀드,제주특별자치도 제주시 1100로 3339 2~3층 (노형동),제주특별자치도 제주시 노형동 3783번지 2호 ,557.7,064-773-7733,까페
5803,일반음식점,협재삼춘네횟집,제주특별자치도 제주시 한림읍 한림로 318,제주특별자치도 제주시 한림읍 협재리 2514번지 9호 ,38.2,064-796-7035,한식
5804,일반음식점,곰솔면옥,제주특별자치도 제주시 진동로 29 (화북일동),제주특별자치도 제주시 화북일동 1968번지 5호 ,50.94,064-725-9243,한식
5805,일반음식점,하임지칼국수,제주특별자치도 제주시 한림읍 한림로 657 1층,제주특별자치도 제주시 한림읍 한림리 1360번지 2호 ,38.25,,한식
