"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"송림원",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 천덕로313-3,,,5,,,,,,33.42837095,126.3306948,2017-08-18
"로뎀",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로754,,,3,,,,,,33.48457848,126.3813001,2017-08-18
"하늘숲민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 고성북동길31-9,,,3,,,,,,33.46460632,126.4181854,2017-08-18
"제주파크랜드",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상귀서길82-20,,,7,,,,,,33.46484662,126.4048119,2017-08-18
"길수네민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄9길22-4,,,3,,,,,,33.47365241,126.3684003,2017-08-18
"장전민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로506,,,4,,,,,,33.43771488,126.3931235,2017-08-18
"노을과포도향기",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신상로238-2,,,4,,,,,,33.45115921,126.3654505,2017-08-18
"제주구엄어촌마을집",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 구엄4길43,,,3,,,,,,33.48350059,126.3776548,2017-08-18
"게스트하우스 정글 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지11길7,,,5,,,,,,33.45293723,126.3080002,2017-08-18
CS빌리지,민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로532-7,,,7,,,,,,33.47844939,126.3602952,2017-08-18
"오손돌민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 부룡수길50,,,2,,,,,,33.474628,126.3577909,2017-08-18
"오션클리트카트지",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로510,,,2,,,,,,33.47879904,126.3583651,2017-08-18
"펜션해아래",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 번대동길5,,,3,,,,,,33.47628342,126.3907496,2017-08-18
"곽지사랑",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지남2길14,,,3,,,,,,33.44552788,126.3077728,2017-08-18
"포시즌 빌리지",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지3길25,,,4,,,,,,33.44919478,126.3046861,2017-08-18
"드림비치",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄안3길136,,,7,,,,,,33.47349753,126.3542764,2017-08-18
"그리미 별장",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 유수암북길19-10,,,3,,,,,,33.44562452,126.4004847,2017-08-18
"하르방 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지1길20-2,,,6,,,,,,33.44803913,126.3047832,2017-08-18
"파크 빌리지",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상귀서길82-12,,,3,,,,,,33.46523033,126.4052744,2017-08-18
"해오름정원",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 상하귀길98-7,,,2,,,,,,33.47467568,126.4170145,2017-08-18
"백록민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지3길21,,,6,,,,,,33.44905873,126.3047815,2017-08-18
"한라민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지1길34,,,7,,,,,,33.44915418,126.3041408,2017-08-18
"이어도 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지1길26-11,,,6,,,,,,33.44901951,126.3046849,2017-08-18
"삼다민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지1길26-8,,,4,,,,,,33.44873361,126.3048324,2017-08-18
"바다 하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로218,,,4,,,,,,33.46649654,126.335830,2017-08-18
"잇츠힐 2",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로788,,,5,,,,,,33.4868022,126.3835561,2017-08-18
"잇츠힐",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로788,,,5,,,,,,33.4868022,126.3835561,2017-08-18
"바리민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지5길17,,,3,,,,,,33.4489072,126.3058125,2017-08-18
"엠마오 하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로951,,,4,,,,,,33.48332322,126.3966491,2017-08-18
"포천 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로979,,,3,,,,,,33.4811864,126.3985195,2017-08-18
"소길 통나무집",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길179,,,2,,,,,,33.41937498,126.3759919,2017-08-18
"바다사랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지1길5-2,,,5,,,,,,33.44658106,126.3045198,2017-08-18
"섬사랑",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로766,,,7,,,,,,33.48527686,126.3821927,2017-08-18
"자연의 향기",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 가문동상2길29-5.가동,,,4,,,,,,33.48479484,126.3909656,2017-08-18
"여울 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로7216,,,4,,,,,,33.48874102,126.4191658,2017-08-18
"해변산책",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 곽지9길7,,,7,,,,,,33.4514321,126.3083505,2017-08-18
"노루물 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 광령8길60. 제1호,,,7,,,,,,33.45617989,126.4415063,2017-08-18
"까델아스 민박",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 신엄9길50,,,4,,,,,,33.47586131,126.3671687,2017-08-18
"천상의 노을",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 애월해안로424,,,7,,,,,,33.47387899,126.3531294,2017-08-18
"트리하우스 로그캐빈",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 하소로681-13,,,3,,,,,,33.42458822,126.3961388,2017-08-18
"비치파크",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 일주서로6126-5,,,7,,,,,,33.45741613,126.3108612,2017-08-18
"로그맨 하우스",민박,내국인+외국인,,제주특별자치도 제주시 애월읍 소길남길179,,,3,,,,,,33.41937498,126.3759919,2017-08-18
"카스빌리지2",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재남2길 105-24. 2동,,,2,,,,,,33.37451507,126.2455337,2017-08-18
"카스빌리지1",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재남2길 105-24. 3동,,,2,,,,,,33.37451507,126.2455337,2017-08-18
"들꽃",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 동명2길 8-9,,,1,,,,,,33.40484313,126.2631725,2017-08-18
"유리씨 하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 명월로 308. 122동,,,1,,,,,,,,2017-08-18
"쉴만한물가",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 월령안길 28,,,1,,,,,,33.37625269,126.2139758,2017-08-18
"오라게 게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림로 421,,,3,,,,,,33.39925052,126.2465389,2017-08-18
"예진가족농장",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 중산간서로 4598,,,4,,,,,,33.38174914,126.2845259,2017-08-18
"집 머무는",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕3길 13-2,,,3,,,,,,33.43918082,126.2791215,2017-08-18
"소낭",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 월계로 38,,,3,,,,,,33.40159174,126.2555055,2017-08-18
"초록하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 명재로 17,,,4,,,,,,33.39519907,126.2487934,2017-08-18
"협재화원",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재남6길 78-160 A동,,,1,,,,,,33.37812683,126.2549422,2017-08-18
"제주프랜",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 일주서로 5292,,,1,,,,,,33.40152342,126.2676992,2017-08-18
"협재 해오름 펜션",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 37-28,,,3,,,,,,33.39810348,126.253466,2017-08-18
"제주기역",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재1길 19-8,,,1,,,,,,33.39757364,126.2425142,2017-08-18
"유니네",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 강구로 70-12,,,1,,,,,,33.40872281,126.2751579,2017-08-18
"탁은율 키즈가족펜션",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림남2길 28,,,2,,,,,,33.41161735,126.2620427,2017-08-18
"구르는 제주",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한수풀로 176-19,,,4,,,,,,33.42135654,126.2809179,2017-08-18
"보름",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 명월성로 137-19,,,6,,,,,,33.39641483,126.2645083,2017-08-18
"후 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림해안로 492-28,,,2,,,,,,33.43551654,126.2714325,2017-08-18
"계란이네",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 동명7길 50-7,,,1,,,,,,33.39600414,126.269205,2017-08-18
"협재마당",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재로 8,,,2,,,,,,33.39645136,126.2444305,2017-08-18
J팜스텔 민박,민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재로 227-3,,,6,,,,,,33.37829012,126.2523411,2017-08-18
"팜스빌리지 3",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕7길 17. 107동 101호,,,2,,,,,,33.44260827,126.2850781,2017-08-18
"돌담이네",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 중산간서로 3890,,,2,,,,,,33.35081649,126.2566208,2017-08-18
"품에비양",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능길 65. 2층,,,1,,,,,,33.38844726,126.2300243,2017-08-18
"팜스빌리지 스페셜 조이",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕7길 17. 101동 1호,,,2,,,,,,33.44260827,126.2850781,2017-08-18
"팜스빌리지 Ⅱ",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕7길 17. 104동 1호,,,2,,,,,,33.44260827,126.2850781,2017-08-18
"팜스빌리지 104동 2호",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕7길 17. 104동 2호,,,2,,,,,,33.44260827,126.2850781,2017-08-18
"오늘 하루도 제주",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능5길 7,,,3,,,,,,33.3881526,126.226378,2017-08-18
"에퀴녹스드 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재로 210-55 C동 201호,,,1,,,,,,33.37501163,126.2508213,2017-08-18
"제주힐링",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금악리 3399,,,7,,,,,,33.3463998,126.2821824,2017-08-18
"협재리체",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 38,,,1,,,,,,33.39756304,126.2504737,2017-08-18
"추담",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능1길 2-2,,,1,,,,,,33.38675273,126.2247432,2017-08-18
MANSION 37.5,민박,내국인+외국인,,제주특별자치도 제주시 한림읍 명월로 75,,,3,,,,,,33.38654656,126.2669051,2017-08-18
"마린뷰",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재3길 9,,,3,,,,,,33.39842338,126.2445201,2017-08-18
"모살개 렌트하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 일주서로 5849-3,,,1,,,,,,33.44287548,126.2909708,2017-08-18
"달시",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림로 372-6,,,1,,,,,,33.39541889,126.2435063,2017-08-18
"네이처트레일",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 홍수암로 30-5,,,6,,,,,,33.38263038,126.2253499,2017-08-18
"마따니아(포)",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 4,,,1,,,,,,33.39408532,126.2411778,2017-08-18
"마따니아 Ⅱ",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 4,,,1,,,,,,33.39408532,126.2411778,2017-08-18
"해오름",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 37-28,,,3,,,,,,33.39810348,126.253466,2017-08-18
"러블리에스메랄다",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한수풀로 176-25,,,2,,,,,,33.4208445,126.2809343,2017-08-18
"라신비",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림해안로 548,,,3,,,,,,33.43781691,126.275548,2017-08-18
"바다아리",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림로 361 . 3층,,,7,,,,,,33.39539397,126.2421204,2017-08-18
"팬안헌 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능6길 9,,,2,,,,,,33.38789251,126.2314127,2017-08-18
"제재텐스빌",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 36-6 107동,,,1,,,,,,33.39769644,126.2499145,2017-08-18
"해넘이달렌탈하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 월령안길 5-10,,,2,,,,,,33.37702916,126.2149169,2017-08-18
"마따니아",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 4. 4동,,,3,,,,,,33.39408532,126.2411778,2017-08-18
e해거름 렌트 하우스,민박,내국인+외국인,,제주특별자치도 제주시 한림읍 동명남길 26,,,2,,,,,,33.39176769,126.2748247,2017-08-18
"협재제주도 게스트 하우스 해거름",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 월령3길 30,,,2,,,,,,33.37830815,126.2165663,2017-08-18
"산들",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 중산간서로 4080,,,2,,,,,,33.35732307,126.2732504,2017-08-18
"더 리체",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 36-7. 105동,,,1,,,,,,33.39740956,126.2498389,2017-08-18
"별빛누리 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 귀덕4길 88-16,,,1,,,,,,33.43157124,126.2852688,2017-08-18
"협재제제텐스빌 105동",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 옹포2길 36-7,,,1,,,,,,33.39740956,126.2498389,2017-08-18
"안트레 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 중앙로154-7,,,3,,,,,,33.40224896,126.2696542,2017-08-18
"소소한 하룻밤",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 동명2길 2,,,2,,,,,,33.4040331,126.2634225,2017-08-18
"아베끄 오 사랑 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능9길 1-1,,,2,,,,,,33.38868352,126.2296371,2017-08-18
"제주한림 게스트하우스 연",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 일주서로 5673 2층,,,5,,,,,,33.43356589,126.2766298,2017-08-18
"씨더비양 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 동명7길 51,,,5,,,,,,33.39680858,126.2689126,2017-08-18
"제주 개설렘 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 일주서로 5191-9,,,1,,,,,,33.39614828,126.2593893,2017-08-18
"삼만원 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림해안로 160 가동 1층,,,1,,,,,,33.41637431,126.2634655,2017-08-18
"플로라 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 명월로4길 29-10,,,1,,,,,,33.38472645,126.2643348,2017-08-18
"마따니아펜션 민박(포)",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 4. 4동,,,1,,,,,,33.39408532,126.2411778,2017-08-18
"동행게스트하우스 with caf",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림해안로 590. 23동,,,2,,,,,,33.44065531,126.2769183,2017-08-18
"동행게스트하우스",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 한림해안로 590. 1동,,,2,,,,,,33.44065531,126.2769183,2017-08-18
"제주다시 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 금능길 4,,,3,,,,,,33.38613906,126.2243363,2017-08-18
"청춘여관 민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재4길 7-6,,,7,,,,,,33.39393941,126.242072,2017-08-18
"도들민박",민박,내국인+외국인,,제주특별자치도 제주시 한림읍 협재로 99-2,,,2,,,,,,33.38918069,126.2488458,2017-08-18
